* Log started at 2025/4/4 19:40:45
* DragonRuby Game Toolkit
*   Version: 6.23
*   Tier: Standard
*   GIT Hash: b9ba2652ac016be4bed171795e0ce6fa39d3ac82
*   Build Date: Mar 20 2025 19:12:10
* Platform: Linux
* 
* *******************************************************************************************
* *** This is the Standard license build!                                                 ***
* *** Get more with an Indie or Pro license such as C extensions, mobile dev, and Steam!  ***
* *** Details at http://dragonruby.org/#purchase                                          ***
* *******************************************************************************************
* 
- Starting publish for game in directory 'mygame'
- Developer ID: Davidm8624
- Developer Title: David
- Game ID: dragon-shooter
- Copying 'mygame/sprites/hexagon/blue.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/hexagon/blue.png'...
- Copying 'mygame/sprites/hexagon/indigo.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/hexagon/indigo.png'...
- Copying 'mygame/sprites/hexagon/white.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/hexagon/white.png'...
- Copying 'mygame/sprites/hexagon/violet.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/hexagon/violet.png'...
- Copying 'mygame/sprites/hexagon/gray.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/hexagon/gray.png'...
- Copying 'mygame/sprites/hexagon/red.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/hexagon/red.png'...
- Copying 'mygame/sprites/hexagon/black.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/hexagon/black.png'...
- Creating directory 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/misc' ...
- Copying 'mygame/sprites/misc/explosion-4.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/misc/explosion-4.png'...
- Copying 'mygame/sprites/misc/dragon-4.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/misc/dragon-4.png'...
- Copying 'mygame/sprites/misc/explosion-2.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/misc/explosion-2.png'...
- Copying 'mygame/sprites/misc/explosion-0.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/misc/explosion-0.png'...
- Copying 'mygame/sprites/misc/explosion-5.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/misc/explosion-5.png'...
- Copying 'mygame/sprites/misc/dragon-5.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/misc/dragon-5.png'...
- Copying 'mygame/sprites/misc/simple-mood-16x16.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/misc/simple-mood-16x16.png'...
- Copying 'mygame/sprites/misc/dragon-2.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/misc/dragon-2.png'...
- Copying 'mygame/sprites/misc/dragon-1.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/misc/dragon-1.png'...
- Copying 'mygame/sprites/misc/lowrez-ship-blue.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/misc/lowrez-ship-blue.png'...
- Copying 'mygame/sprites/misc/explosion-1.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/misc/explosion-1.png'...
- Copying 'mygame/sprites/misc/explosion-sheet.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/misc/explosion-sheet.png'...
- Copying 'mygame/sprites/misc/dragon-3.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/misc/dragon-3.png'...
- Copying 'mygame/sprites/misc/star.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/misc/star.png'...
- Copying 'mygame/sprites/misc/lowrez-ship-red.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/misc/lowrez-ship-red.png'...
- Copying 'mygame/sprites/misc/explosion-6.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/misc/explosion-6.png'...
- Copying 'mygame/sprites/misc/explosion-3.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/misc/explosion-3.png'...
- Copying 'mygame/sprites/misc/dragon-0.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/misc/dragon-0.png'...
- Copying 'mygame/sprites/misc/tiny-star.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/misc/tiny-star.png'...
- Creating directory 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/circle' ...
- Copying 'mygame/sprites/circle/orange.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/circle/orange.png'...
- Copying 'mygame/sprites/circle/yellow.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/circle/yellow.png'...
- Copying 'mygame/sprites/circle/green.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/circle/green.png'...
- Copying 'mygame/sprites/circle/blue.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/circle/blue.png'...
- Copying 'mygame/sprites/circle/indigo.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/circle/indigo.png'...
- Copying 'mygame/sprites/circle/white.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/circle/white.png'...
- Copying 'mygame/sprites/circle/violet.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/circle/violet.png'...
- Copying 'mygame/sprites/circle/gray.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/circle/gray.png'...
- Copying 'mygame/sprites/circle/red.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/circle/red.png'...
- Copying 'mygame/sprites/circle/black.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/circle/black.png'...
- Creating directory 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/tile' ...
- Copying 'mygame/sprites/tile/wall-1111.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/tile/wall-1111.png'...
- Copying 'mygame/sprites/tile/wall-0010.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/tile/wall-0010.png'...
- Copying 'mygame/sprites/tile/wall-1011.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/tile/wall-1011.png'...
- Copying 'mygame/sprites/tile/wall-0110.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/tile/wall-0110.png'...
- Copying 'mygame/sprites/tile/wall-0111.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/tile/wall-0111.png'...
- Copying 'mygame/sprites/tile/wall-1100.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/tile/wall-1100.png'...
- Copying 'mygame/sprites/tile/wall-1101.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/tile/wall-1101.png'...
- Copying 'mygame/sprites/tile/wall-1010.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/tile/wall-1010.png'...
- Copying 'mygame/sprites/tile/wall-0100.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/tile/wall-0100.png'...
- Copying 'mygame/sprites/tile/wall-1001.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/tile/wall-1001.png'...
- Copying 'mygame/sprites/tile/wall-0011.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/tile/wall-0011.png'...
- Copying 'mygame/sprites/tile/wall-1000.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/tile/wall-1000.png'...
- Copying 'mygame/sprites/tile/wall-1110.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/tile/wall-1110.png'...
- Copying 'mygame/sprites/tile/wall-0000.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/tile/wall-0000.png'...
- Copying 'mygame/sprites/tile/wall-0101.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/tile/wall-0101.png'...
- Copying 'mygame/sprites/tile/wall-0001.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/tile/wall-0001.png'...
- Creating directory 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/square' ...
- Copying 'mygame/sprites/square/orange.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/square/orange.png'...
- Copying 'mygame/sprites/square/yellow.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/square/yellow.png'...
- Copying 'mygame/sprites/square/green.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/square/green.png'...
- Copying 'mygame/sprites/square/blue.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/square/blue.png'...
- Copying 'mygame/sprites/square/indigo.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/square/indigo.png'...
- Copying 'mygame/sprites/square/white.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/square/white.png'...
- Copying 'mygame/sprites/square/violet.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/square/violet.png'...
- Copying 'mygame/sprites/square/gray.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/square/gray.png'...
- Copying 'mygame/sprites/square/red.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/square/red.png'...
- Copying 'mygame/sprites/square/black.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/square/black.png'...
- Copying 'mygame/sprites/fireball.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/fireball.png'...
- Copying 'mygame/sprites/target.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/target.png'...
- Creating directory 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/isometric' ...
- Copying 'mygame/sprites/isometric/orange.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/isometric/orange.png'...
- Copying 'mygame/sprites/isometric/yellow.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/isometric/yellow.png'...
- Copying 'mygame/sprites/isometric/green.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/isometric/green.png'...
- Copying 'mygame/sprites/isometric/blue.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/isometric/blue.png'...
- Copying 'mygame/sprites/isometric/indigo.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/isometric/indigo.png'...
- Copying 'mygame/sprites/isometric/white.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/isometric/white.png'...
- Copying 'mygame/sprites/isometric/violet.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/isometric/violet.png'...
- Copying 'mygame/sprites/isometric/gray.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/isometric/gray.png'...
- Copying 'mygame/sprites/isometric/red.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/isometric/red.png'...
- Copying 'mygame/sprites/isometric/black.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sprites/isometric/black.png'...
- Creating directory 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/data' ...
- Creating directory 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/app' ...
- Copying 'mygame/app/b4refactor.rb' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/app/b4refactor.rb'...
- Copying 'mygame/app/main.rb' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/app/main.rb'...
- Copying 'mygame/app/repl.rb' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/app/repl.rb'...
- Copying 'mygame/open-source-licenses.txt' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/open-source-licenses.txt'...
- Creating directory 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sounds' ...
- Copying 'mygame/sounds/game-over.wav' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sounds/game-over.wav'...
- Copying 'mygame/sounds/fireball.wav' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sounds/fireball.wav'...
- Copying 'mygame/sounds/target.wav' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sounds/target.wav'...
- Copying 'mygame/sounds/flight.ogg' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/sounds/flight.ogg'...
- Creating directory 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/metadata' ...
- Copying 'mygame/metadata/icon.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/metadata/icon.png'...
- Copying 'mygame/metadata/game_metadata.txt' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/metadata/game_metadata.txt'...
- Copying 'mygame/metadata/cvars.txt' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/metadata/cvars.txt'...
- Creating directory 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/fonts' ...
- Copying '.dragonruby/default_readme.txt' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/README-dragon-shooter.txt'...
- Copying 'font.ttf' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/font.ttf'...
- Copying 'dragonruby.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/dragonruby.png'...
- Copying 'dragonruby-controller.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/dragonruby-controller.png'...
- Copying 'console-logo.png' to 'builds/dragon-shooter-mac-1.0/Target practice.app/Contents/Resources/console-logo.png'...
- Zipping builds/dragon-shooter-macos.zip ...
- Adding 'Target practice.app' to zip...
- Adding 'Target practice.app/Contents' to zip...
- Adding 'Target practice.app/Contents/Info.plist' to zip...
- Adding 'Target practice.app/Contents/Resources' to zip...
- Adding 'Target practice.app/Contents/Resources/dragonruby-controller.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/triangle' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/triangle/equilateral' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/triangle/equilateral/orange.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/triangle/equilateral/yellow.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/triangle/equilateral/green.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/triangle/equilateral/blue.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/triangle/equilateral/indigo.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/triangle/equilateral/violet.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/triangle/equilateral/red.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/t-pose' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/t-pose/orange.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/t-pose/yellow.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/t-pose/green.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/t-pose/blue.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/t-pose/indigo.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/t-pose/white.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/t-pose/violet.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/t-pose/gray.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/t-pose/red.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/t-pose/black.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/hexagon' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/hexagon/orange.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/hexagon/yellow.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/hexagon/green.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/hexagon/blue.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/hexagon/indigo.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/hexagon/white.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/hexagon/violet.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/hexagon/gray.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/hexagon/red.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/hexagon/black.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/misc' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/misc/explosion-4.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/misc/dragon-4.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/misc/explosion-2.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/misc/explosion-0.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/misc/explosion-5.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/misc/dragon-5.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/misc/simple-mood-16x16.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/misc/dragon-2.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/misc/dragon-1.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/misc/lowrez-ship-blue.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/misc/explosion-1.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/misc/explosion-sheet.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/misc/dragon-3.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/misc/star.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/misc/lowrez-ship-red.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/misc/explosion-6.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/misc/explosion-3.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/misc/dragon-0.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/misc/tiny-star.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/circle' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/circle/orange.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/circle/yellow.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/circle/green.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/circle/blue.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/circle/indigo.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/circle/white.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/circle/violet.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/circle/gray.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/circle/red.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/circle/black.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/tile' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/tile/wall-1111.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/tile/wall-0010.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/tile/wall-1011.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/tile/wall-0110.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/tile/wall-0111.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/tile/wall-1100.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/tile/wall-1101.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/tile/wall-1010.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/tile/wall-0100.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/tile/wall-1001.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/tile/wall-0011.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/tile/wall-1000.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/tile/wall-1110.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/tile/wall-0000.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/tile/wall-0101.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/tile/wall-0001.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/square' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/square/orange.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/square/yellow.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/square/green.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/square/blue.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/square/indigo.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/square/white.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/square/violet.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/square/gray.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/square/red.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/square/black.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/fireball.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/target.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/isometric' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/isometric/orange.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/isometric/yellow.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/isometric/green.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/isometric/blue.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/isometric/indigo.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/isometric/white.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/isometric/violet.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/isometric/gray.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/isometric/red.png' to zip...
- Adding 'Target practice.app/Contents/Resources/sprites/isometric/black.png' to zip...
- Adding 'Target practice.app/Contents/Resources/data' to zip...
- Adding 'Target practice.app/Contents/Resources/README-dragon-shooter.txt' to zip...
- Adding 'Target practice.app/Contents/Resources/console-logo.png' to zip...
- Adding 'Target practice.app/Contents/Resources/font.ttf' to zip...
- Adding 'Target practice.app/Contents/Resources/app' to zip...
- Adding 'Target practice.app/Contents/Resources/app/b4refactor.rb' to zip...
- Adding 'Target practice.app/Contents/Resources/app/main.rb' to zip...
- Adding 'Target practice.app/Contents/Resources/app/repl.rb' to zip...
- Adding 'Target practice.app/Contents/Resources/open-source-licenses.txt' to zip...
- Adding 'Target practice.app/Contents/Resources/sounds' to zip...
- Adding 'Target practice.app/Contents/Resources/sounds/game-over.wav' to zip...
- Adding 'Target practice.app/Contents/Resources/sounds/fireball.wav' to zip...
- Adding 'Target practice.app/Contents/Resources/sounds/target.wav' to zip...
- Adding 'Target practice.app/Contents/Resources/sounds/flight.ogg' to zip...
- Adding 'Target practice.app/Contents/Resources/metadata' to zip...
- Adding 'Target practice.app/Contents/Resources/metadata/icon.png' to zip...
- Adding 'Target practice.app/Contents/Resources/metadata/game_metadata.txt' to zip...
- Adding 'Target practice.app/Contents/Resources/metadata/cvars.txt' to zip...
- Adding 'Target practice.app/Contents/Resources/metadata/dragonruby_production_build' to zip...
- Adding 'Target practice.app/Contents/Resources/fonts' to zip...
- Adding 'Target practice.app/Contents/Resources/dragonruby.png' to zip...
- Adding 'Target practice.app/Contents/Resources/dragon-shooter.icns' to zip...
- Adding 'Target practice.app/Contents/MacOS' to zip...
- Adding 'Target practice.app/Contents/MacOS/dragon-shooter' to zip...
- Zipfile 'builds/dragon-shooter-macos.zip' successfully created!
- Building for platform 'html5' ...
- Creating directory 'builds/dragon-shooter-html5-1.0' ...
- Copying '.dragonruby/stubs/html5/stub/index.html' to 'builds/dragon-shooter-html5-1.0/index.html'...
- Copying '.dragonruby/stubs/html5/stub/dragonruby-serviceworker.js' to 'builds/dragon-shooter-html5-1.0/dragonruby-serviceworker.js'...
- Copying '.dragonruby/stubs/html5/stub/dragonruby-wasm.wasm' to 'builds/dragon-shooter-html5-1.0/dragonruby-wasm.wasm'...
- Copying '.dragonruby/stubs/html5/stub/dragonruby-wasm.worker.js' to 'builds/dragon-shooter-html5-1.0/dragonruby-wasm.worker.js'...
- Copying '.dragonruby/stubs/html5/stub/dragonruby-wasm.js' to 'builds/dragon-shooter-html5-1.0/dragonruby-wasm.js'...
- Copying '.dragonruby/stubs/html5/stub/game.css' to 'builds/dragon-shooter-html5-1.0/game.css'...
- Preparing JavaScript loader...
- Creating directory 'builds/dragon-shooter-html5-1.0/gamedata' ...
- Creating directory 'builds/dragon-shooter-html5-1.0/gamedata/sprites' ...
- Creating directory 'builds/dragon-shooter-html5-1.0/gamedata/sprites/triangle' ...
- Creating directory 'builds/dragon-shooter-html5-1.0/gamedata/sprites/triangle/equilateral' ...
- Copying 'mygame/sprites/triangle/equilateral/orange.png' to 'builds/dragon-shooter-html5-1.0/gamedata/sprites/triangle/equilateral/orange.png'...
- Copying 'mygame/sprites/triangle/equilateral/yellow.png' to 'builds/dragon-shooter-html5-1.0/gamedata/sprites/triangle/equilateral/yellow.png'...
- Copying 'mygame/sprites/triangle/equilateral/green.png' to 'builds/dragon-shooter-html5-1.0/gamedata/sprites/triangle/equilateral/green.png'...
- Copying 'mygame/sprites/triangle/equilateral/blue.png' to 'builds/dragon-shooter-html5-1.0/gamedata/sprites/triangle/equilateral/blue.png'...
- Copying 'mygame/sprites/triangle/equilateral/indigo.png' to 'builds/dragon-shooter-html5-1.0/gamedata/sprites/triangle/equilateral/indigo.png'...
- Copying 'mygame/sprites/triangle/equilateral/violet.png' to 'builds/dragon-shooter-html5-1.0/gamedata/sprites/triangle/equilateral/violet.png'...
- Copying 'mygame/sprites/triangle/equilateral/red.png' to 'builds/dragon-shooter-html5-1.0/gamedata/sprites/triangle/equilateral/red.png'...
- Creating directory 'builds/dragon-shooter-html5-1.0/gamedata/sprites/t-pose' ...
- Copying 'mygame/sprites/t-pose/orange.png' to 'builds/dragon-shooter-html5-1.0/gamedata/sprites/t-pose/orange.png'...
- Copying 'mygame/sprites/t-pose/yellow.png' to 'builds/dragon-shooter-html5-1.0/gamedata/sprites/t-pose/yellow.png'...
- Copying 'mygame/sprites/t-pose/green.png' to 'builds/dragon-shooter-html5-1.0/gamedata/sprites/t-pose/green.png'...
- Copying 'mygame/sprites/t-pose/blue.png' to 'builds/dragon-shooter-html5-1.0/gamedata/sprites/t-pose/blue.png'...
